,artist_name,track_name,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1197,Selena Gomez,Rare,7HMmFQsKsljwTw8bS7lu19,pop; post-teen pop,0.838,0.541,5,-6.746,1,0.0708,0.207,7.97e-05,0.103,0.637,114.996
1198,Lady Gaga,Sour Candy (with BLACKPINK),1IWNylpZ477gIVUDpJL66u,art pop; dance pop; pop,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006
1199,Duke Dumont,Ocean Drive,4b93D55xv3YCH5mT4p6HPn,edm; house; pop dance; progressive house; uk dance,0.67,0.776,8,-4.091,0,0.047,0.00388,0.000184,0.122,0.624,115.034
1200,Zara Larsson,Never Forget You,6hmhG1b4LEyNuashVvuIAo,pop; scandipop; swedish electropop; swedish pop,0.583,0.732,11,-5.729,0,0.0459,0.00315,9.57e-06,0.269,0.277,146.005
1201,Bebe Rexha,I Got You,6DOBk1Pxe7q8YFI9Ozbrb3,dance pop; pop,0.606,0.889,9,-4.782,0,0.0519,0.0481,3.56e-06,0.0933,0.337,97.988
1202,Becky G,Sin Pijama,62vDrkBEyJYEOFj1ScBqM7,latin pop; latin viral pop; rap latina; reggaeton; trap latino; urbano latino,0.788,0.745,11,-4.417,0,0.0447,0.352,4e-05,0.0973,0.79,94.002
1203,Bad Bunny,Yonaguni,2JPLbjOn0wPCngEot2STUS,reggaeton; trap latino; urbano latino,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951
1204,Chlöe,Have Mercy,5SixeLvPsYpk7qq9lo5xYg,contemporary r&b,0.903,0.535,9,-6.434,1,0.0742,0.297,0.0,0.345,0.508,130.022
1205,Drake,Wants and Needs (feat. Lil Baby),65OVbaJR5O1RmwOQx0875b,canadian hip hop; canadian pop; hip hop; pop rap; rap,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006
1206,Jack Harlow,First Class,1rDQ4oMwGJI7B4tovsBOxc,deep underground hip hop; kentucky hip hop; pop rap; rap,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998
1207,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,electropop; uk dance; vapor soul,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997
1208,Mimi Webb,Good Without,0xqHkO5570zlGpLpCnd4MG,alt z; gen z singer-songwriter; uk pop,0.548,0.61,11,-4.888,0,0.0965,0.0754,0.0,0.203,0.317,89.836
1209,MEDUZA,Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,edm; pop dance; pop house; uk dance,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114
1210,Jaymes Young,Infinity,1SOClUWhOi8vHZYMz3GluK,Unknown,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963
1211,James Bay,Let It Go,3nnG7AM9QopHVPEuLX3Khk,neo mellow; pop; uk pop,0.536,0.311,1,-10.396,1,0.0288,0.82,1.65e-05,0.107,0.246,147.486
1212,Ruth B.,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,alt z; canadian contemporary r&b; canadian pop; pop,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959
1213,DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,dance pop; pop,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002
1214,Lizzo,Juice,0k664IuFwVP557Gnx7RhIl,escape room; minnesota hip hop; pop; trap queen,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93
1215,Twenty One Pilots,Level of Concern,6xZ4Q2k2ompmDppyeESIY8,modern rock; pop; pov: indie; rock,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012
1216,The Kid LAROI,Thousand Miles,1r8ZCjfrQxoy2wVaBUbpwg,australian hip hop,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565
1217,WILLOW,Wait a Minute!,5e08a8D8T3z4LDXbUIjxKQ,afrofuturism; pop; post-teen pop; pov: indie,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003
1218,Troye Sivan,Angel Baby,3wlLknnMtD8yZ0pCtCeeK4,australian pop; pop; viral pop,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498
1219,Future,WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK,atl hip hop; hip hop; rap; southern hip hop; trap,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389
1220,Bad Bunny,Moscow Mule,6Xom58OOXk2SoU711L2IXO,reggaeton; trap latino; urbano latino,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968
1221,Rex Orange County,"OPEN A WINDOW (feat. Tyler, The Creator)",1TDeDFUYHjZKLsO6bzoVg1,bedroom pop,0.541,0.607,2,-7.174,1,0.0482,0.282,0.0,0.193,0.548,79.974
1222,Anitta,Envolver,3FkeNbs9Zeiqkr3WkbOiGp,funk pop; funk rj; pagode baiano; pop; pop nacional,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993
1223,ROSALÍA,TKN (feat. Travis Scott),4w47S36wQGBhGg073q3nt7,pop; r&b en espanol,0.776,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634
1224,Shawn Mendes,When You're Gone,0U1W2LZVUX7qTm7dDpqxh6,canadian pop; pop; viral pop,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148
1225,Dave,Starlight,531KGXtBroSrOX9LVmiIgc,uk hip hop,0.954,0.367,4,-9.551,0,0.288,0.341,5.48e-06,0.0979,0.372,124.026
1226,ROSALÍA,CANDY,70AYiGbc4mWZGEqiipBBDb,pop; r&b en espanol,0.638,0.49,4,-5.726,0,0.226,0.885,0.0116,0.156,0.403,179.905
1227,Kehlani,up at night (feat. justin bieber),4WCAb7rGU70hyx3m9joKCx,pop; r&b; rap,0.563,0.756,0,-3.852,0,0.0579,0.196,0.0,0.245,0.234,100.012
1228,Giveon,For Tonight,61Emqg95O9zo1GNOcyxq4Y,r&b,0.442,0.517,9,-7.807,1,0.0548,0.0699,0.0,0.114,0.2,79.867
1229,Rauw Alejandro,Todo De Ti,3rdAz1fbUfZxYgaCviYhRo,puerto rican pop; reggaeton; trap latino; urbano latino,0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962
1230,Conan Gray,Heather,4xqrdfXkTW4T0RauPLv3WA,bedroom pop; pop; pov: indie,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078
1231,Jack Harlow,Dua Lipa,0LnS7aOdOdI1dNKZqdOLz4,deep underground hip hop; kentucky hip hop; pop rap; rap,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022
1232,The Weeknd,Out of Time,2SLwbpExuoBDZBpjfefCtV,canadian contemporary r&b; canadian pop; pop,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057
1233,Cartoon,On & On,4B2kkxg3wKSTZw5JPaUtzQ,gaming edm,0.458,0.696,11,-4.742,1,0.0402,0.285,0.0,0.123,0.418,174.141
1234,FKA twigs,tears in the club (feat. the weeknd),1GsSM1Fju5J1Fsu51jEsTg,afrofuturism; alternative r&b; art pop; escape room; experimental r&b; trip hop,0.616,0.717,8,-6.178,1,0.11,0.194,9.81e-05,0.0731,0.72,167.99
1235,Taylor Swift,Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,pop,0.627,0.792,2,-4.311,1,0.031,0.13,3.97e-06,0.0845,0.415,119.054
1236,Taylor Swift,Wildest Dreams (Taylor's Version),1Ov37jtRQ2YNAe8HzfczkL,pop,0.583,0.67,8,-7.289,1,0.0646,0.0374,0.0001,0.126,0.498,140.061
1237,Elley Duhé,MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly,alt z,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727
1238,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",5W8HXMOMLtXLz0RGKUtnlZ,piano rock; viral pop,0.664,0.692,1,-4.128,0,0.127,0.237,0.0,0.0798,0.233,154.924
1239,Nicki Minaj,The Night Is Still Young,6cIV1mZX0yyDozyZtyGJru,hip pop; pop; queens hip hop; rap,0.658,0.692,1,-6.145,0,0.0555,0.00212,0.00333,0.128,0.69,127.982
1240,Harry Styles,Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,pop,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996
1241,JNR CHOI,TO THE MOON,5vUnjhBzRJJIAOJPde6zDx,gambian hip hop,0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047
1242,Hayley Kiyoko,What I Need (feat. Kehlani),5nFyaoBWwwMJ9fv33tZ2MB,alt z; indie poptimism; pop,0.633,0.793,10,-4.126,1,0.055,0.0537,0.0,0.16,0.414,103.97
1243,Kendrick Lamar,Die Hard,6gI9b2VsoWhjhIuIeToDVs,conscious hip hop; hip hop; rap; west coast rap,0.775,0.736,1,-8.072,0,0.247,0.319,0.00116,0.127,0.362,100.988
1244,Labrinth,Still Don't Know My Name,6N22FZs2ZhPBYi3b9XPajV,indie poptimism; pop,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643
1245,Harry Styles,Music For a Sushi Restaurant,5LYMamLv12UPbemOaTPyeV,pop,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041
1246,Alesso,When I’m Gone (with Katy Perry),5902W4uHWzhtOff1UK7the,dance pop; edm; pop; pop dance; progressive electro house,0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034
1247,Maroon 5,Maps,7oUHzZKNKUTrlU7DYxhQ7v,pop,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032
1248,Bad Bunny,Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,reggaeton; trap latino; urbano latino,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928
1249,Bad Bunny,Me Porto Bonito,6Sq7ltF9Qa7SNFBsV5Cogx,reggaeton; trap latino; urbano latino,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005
1250,Selena Gomez,Baila Conmigo (with Rauw Alejandro),079Ey5uxL04AKPQgVQwx5h,pop; post-teen pop,0.823,0.544,5,-7.132,1,0.0715,0.0215,0.00315,0.0966,0.664,149.903
1251,Daniel Caesar,Get You (feat. Kali Uchis),7zFXmv6vqI4qOt4yGf3jYZ,canadian contemporary r&b,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038
1252,KAROL G,Tusa,0dKg2vGC1hFqcK5LGTaKzX,reggaeton; reggaeton colombiano; trap latino; urbano latino,0.799,0.701,2,-3.272,1,0.282,0.309,7.36e-05,0.0514,0.607,100.946
1253,KAROL G,BICHOTA,1WvrDdouh6C51In1SdATbq,reggaeton; reggaeton colombiano; trap latino; urbano latino,0.864,0.658,1,-4.105,0,0.154,0.204,0.000626,0.105,0.865,163.922
1254,KAROL G,PROVENZA,7dSZ6zGTQx66c2GF91xCrb,reggaeton; reggaeton colombiano; trap latino; urbano latino,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005
1255,Regard,You,2cc8Sw1OnCuA5bV8nqWqpE,pop dance; pop edm; slap house; uk dance,0.691,0.695,0,-5.6,1,0.0367,0.0592,0.0,0.0647,0.514,106.064
1256,Wizkid,Essence (feat. Justin Bieber & Tems),1MZtr7IH5qtjIkqrXj8WOJ,afrobeats; afropop; azonto; nigerian hip hop; nigerian pop,0.836,0.69,0,-5.816,1,0.123,0.0142,1.22e-05,0.112,0.586,104.004
1257,Post Malone,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,dfw rap; melodic rap; pop; rap,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964
1258,Calvin Harris,Potion (with Dua Lipa & Young Thug),7fYRg3CEbk6rNCuzNzMT06,dance pop; edm; electro house; house; pop; pop dance; progressive house; uk dance,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.077,0.757,99.988
1259,Joji,Sanctuary,5F1ZmucV0uJY14y2dYKePa,viral pop,0.552,0.638,1,-7.474,1,0.11,0.387,0.00014,0.374,0.332,167.834
1260,Latto,Big Energy,4pi1G1x8tl9VfdD9bL3maT,trap queen,0.937,0.793,11,-4.431,0,0.115,0.0453,0.0,0.341,0.794,106.022
1261,Kiiara,Gold,6ZSO7kPn8IMJFymyticbJO,alt z; electropop,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049
1262,Bad Bunny,Tití Me Preguntó,1IHWl5LamUGEuP4ozKQSXZ,reggaeton; trap latino; urbano latino,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672
1263,Stephen Sanchez,Until I Found You,0T5iIrXA4p5GsubkhuBIKV,gen z singer-songwriter,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358
1264,Jax Jones,Where Did You Go? (feat. MNEK),3sa06xVNmLLYIxdNNmVQN8,dance pop; edm; house; pop dance; uk dance; uk pop,0.763,0.782,7,-4.541,0,0.0346,0.182,7.08e-06,0.293,0.502,127.034
1265,Charlie Puth,Done for Me (feat. Kehlani),1lsBTdE6MGsKeZCD6llNu7,pop; viral pop,0.856,0.632,6,-3.692,0,0.074,0.193,0.0,0.0688,0.697,112.009
1266,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),0hquQWY3xvYqN4qtiquniF,dance pop; pop,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969
1267,Kate Bush,Running Up That Hill (A Deal With God),75FEaRjZTKLhTrFGsfMUXR,art pop; art rock; baroque pop; new wave pop; permanent wave; piano rock; singer-songwriter,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375
1268,PinkPantheress,Where You Are (feat. WILLOW),4icnlpI5IbZcRO9mpixVVW,bedroom pop,0.689,0.872,0,-4.786,1,0.0477,0.0965,0.000498,0.117,0.362,134.994
1269,Robin Schulz,OK,3bWAqKDWg6u1davspr5IkS,deep euro house; deep house; edm; german dance; pop dance; tropical house,0.653,0.81,7,-6.032,0,0.0558,0.118,0.0,0.126,0.583,121.951
1270,Joji,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,viral pop,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914
1271,Big Red Machine,Renegade,73W5aXorr5vxrySFcoZqIN,eau claire indie; folktronica,0.53,0.712,0,-8.135,1,0.0461,0.44,0.0233,0.0931,0.577,167.964
1272,Beyoncé,BREAK MY SOUL,2KukL7UlQ8TdvpaA7bY3ZJ,pop; r&b,0.687,0.887,1,-5.04,0,0.0826,0.0575,2.21e-06,0.27,0.853,114.941
1273,Pink Sweat$,At My Worst,2MJz8BxxMsERULatmBikDH,bedroom soul,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921
1274,Nicky Youre,Sunroof,4h4QlmocP3IuwYEj2j14p8,singer-songwriter pop,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443
1275,Shakira,Te Felicito,2rurDawMfoKP4uHyb2kJBt,colombian pop; dance pop; latin pop; pop,0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14
1276,Shakira,Chantaje (feat. Maluma),6mICuAdrwEjh6Y6lroV2Kg,colombian pop; dance pop; latin pop; pop,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034
1277,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3,pop; viral pop,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058
1278,ROSALÍA,DESPECHÁ,5ildQOEKmJuWGl2vRkFdYc,pop; r&b en espanol,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037
1279,Calvin Harris,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",5lfWrciYtohtIMVDVZd0Rf,dance pop; edm; electro house; house; pop; pop dance; progressive house; uk dance,0.81,0.733,9,-6.338,1,0.0444,0.276,6.73e-06,0.288,0.9,125.975
1280,Beyoncé,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS,pop; r&b,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042
1281,Nicki Minaj,Super Freaky Girl,4C6Uex2ILwJi9sZXRdmqXp,hip pop; pop; queens hip hop; rap,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01
1282,Troye Sivan,Strawberries & Cigarettes,3afkJSKX0EAMsJXTZnDXXJ,australian pop; pop; viral pop,0.578,0.537,9,-8.676,1,0.0832,0.162,0.0,0.076,0.25,83.909
1283,J Balvin,Mi Gente,7COfe3P7KgfwDwIRB8LIDw,reggaeton; reggaeton colombiano; trap latino; urbano latino,0.548,0.703,11,-4.838,0,0.0772,0.0168,2.38e-05,0.143,0.286,104.666
1284,Elton John,Hold Me Closer,5TJEBoTCDbJXiKMdCN9pd3,glam rock; mellow gold; piano rock; rock,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041
1285,Rex Orange County,THE SHADE,1gH1h30wkQdd9zhY3j7a8T,bedroom pop,0.898,0.509,5,-7.973,1,0.062,0.391,0.0,0.0876,0.727,119.869
1286,JVKE,golden hour,6GD1eomgaGT1Epto6Q5eAo,modern indie pop; pov: indie; singer-songwriter pop,0.511,0.594,1,-4.799,0,0.0316,0.651,0.177,0.249,0.143,94.473
1287,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,dance pop; pop dance; uk dance,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97
1288,Taylor Swift,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC,pop,0.735,0.449,7,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05
1289,Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,35ovElsgyAtQwYPYnZJECg,barbadian pop; pop; urban contemporary,0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115
1290,Joji,Die For You,26hOm7dTtBi0TdpDGl141t,viral pop,0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805
1291,SZA,Shirt,34ZAzO78a5DAVNrYIGWcPm,pop; r&b; rap,0.824,0.453,3,-9.604,0,0.0968,0.146,0.0273,0.0896,0.552,119.959
1292,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF,lgbtq+ hip hop,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872
1293,Måneskin,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,indie rock italiano; italian pop,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507
1294,Måneskin,THE LONELIEST,1Ame8XTX6QHY0l0ahqUhgv,indie rock italiano; italian pop,0.519,0.595,2,-5.001,1,0.0283,0.00151,0.0,0.0762,0.237,129.786
1295,Shakira,Monotonía,6G12ZafqofSq7YtrMqUm76,colombian pop; dance pop; latin pop; pop,0.873,0.695,0,-4.207,0,0.0459,0.419,1.23e-06,0.211,0.823,131.963
1296,Lewis Capaldi,Forget Me,5uSFGgIfHMT3osrAd9n9ym,pop; uk pop,0.437,0.746,1,-3.537,0,0.0846,0.255,0.0,0.37,0.688,203.835
1297,Imagine Dragons,Bones,54ipXppHLA8U4yqpOFTUhr,modern rock; pop; rock,0.772,0.75,5,-3.67,0,0.0455,0.0201,0.0,0.074,0.587,114.061
1298,Marshmello,Numb,10xV5l9nhLvFpR8mqzs0bL,brostep; edm; pop; progressive electro house,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966
1299,d4vd,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL,bedroom pop,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052
1300,SZA,Kill Bill,1Qrg8KqiBpW07V7PNxwwwL,pop; r&b; rap,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98
1301,RAYE,Escapism.,5WxVXxCMRnvxUKFq40ELwq,uk contemporary r&b; uk pop,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107
1302,Tiësto,Hot In It (feat. Charli XCX),3Z7CaxQkqbIs1rewKi6v4W,big room; brostep; dutch edm; edm; house; pop dance; progressive electro house; slap house; trance,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
1303,Tiësto,10:35,6BePGk3eCan4FqaW2X8Qy3,big room; brostep; dutch edm; edm; house; pop dance; progressive electro house; slap house; trance,0.696,0.793,8,-5.733,1,0.097,0.0683,3.78e-06,0.18,0.698,120.003
1304,Miley Cyrus,Flowers,0yLdNVWF3Srea0uzk55zFn,pop,0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999
1305,Sabrina Carpenter,Nonsense,6dgUya35uo964z7GZXM07g,pop,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992
1306,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),2dHHgzDwk4BJdRwy9uXhTO,rap,0.716,0.613,1,-6.018,0,0.0522,0.391,0.0,0.0813,0.157,97.914
1307,PinkPantheress,Boy's a liar Pt. 2,6AQbmUe0Qwf5PZnt4HmTXv,bedroom pop,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962
1308,ROSALÍA,LLYLM,2SiAcexM2p1yX6joESbehd,pop; r&b en espanol,0.555,0.634,6,-5.522,0,0.273,0.129,2.32e-06,0.188,0.555,170.228
1309,The Kid LAROI,LOVE AGAIN,4sx6NRwL6Ol3V6m9exwGlQ,australian hip hop,0.584,0.455,11,-6.211,0,0.0276,0.447,0.0,0.113,0.367,107.055
1310,Kali Uchis,I Wish you Roses,6BQrmjAgPfPTwILoFEK3Hd,colombian pop,0.478,0.629,10,-8.402,0,0.0491,0.176,0.000423,0.0965,0.315,141.945
1311,KAROL G,TQG,0DWdj2oZMBFSzRsi2Cvfzf,reggaeton; reggaeton colombiano; trap latino; urbano latino,0.587,0.647,4,-3.385,0,0.327,0.619,0.0,0.106,0.686,90.123
1312,FIFTY FIFTY,Cupid - Twin Ver.,7FbrGaHYVDmfr7KoLIZnQ7,k-pop girl group,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018
1313,Niall Horan,Heaven,1yHVHoz6Ny29gbbWJYVnFt,pop,0.571,0.761,5,-3.485,1,0.0261,0.0708,0.0,0.331,0.681,91.991
1314,d4vd,Here With Me,78Sw5GDo6AlGwTwanjXbGh,bedroom pop,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023
1315,Kali Uchis,Moonlight,0JmnkIqdlnUzPaf8sqBRs3,colombian pop,0.642,0.706,7,-6.832,0,0.0507,0.518,0.0,0.243,0.86,136.854
1316,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2tTmW7RDtMQtBk7m2rYeSw,argentine hip hop; pop venezolano; trap argentino; trap latino; urbano latino,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033
1317,ROSALÍA,BESO,609E1JCInJncactoMmkDon,pop; r&b en espanol,0.768,0.644,5,-6.671,0,0.136,0.736,0.000837,0.173,0.53,95.05
1318,Oliver Tree,Miss You,73vIOb4Q7YN6HeJTbscRx5,alternative hip hop,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007
1319,Calvin Harris,Miracle (with Ellie Goulding),5eTaQYBE1yrActixMAeLcZ,dance pop; edm; electro house; house; pop; pop dance; progressive house; uk dance,0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011
1320,Hozier,Eat Your Young,6PkxSIt2TYLMFa8ybyngVP,irish singer-songwriter; modern rock; pov: indie,0.366,0.589,7,-6.871,0,0.0455,0.339,0.107,0.26,0.376,179.547
1321,beabadoobee,Glue Song,3iBgrkexCzVuPy4O9vx7Mf,bedroom pop; bubblegrunge; indie pop; pov: indie,0.62,0.409,1,-10.146,1,0.0282,0.77,0.0542,0.105,0.582,113.946
1322,Post Malone,Chemical,5w40ZYhbBMAlHYNDaVJIUu,dfw rap; melodic rap; pop; rap,0.49,0.88,2,-4.856,1,0.0435,0.00154,0.0,0.103,0.392,169.949
1323,Harry Styles,Satellite,0rzaRSujxA0bKyjJl6vHYq,pop,0.576,0.457,0,-6.473,1,0.0304,0.143,3.05e-05,0.0917,0.301,138.984
1324,Beyoncé,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),6l8mgVN9Xf1hiDIFGA6CTE,pop; r&b,0.784,0.7,1,-5.289,1,0.0396,0.0112,1.76e-05,0.163,0.204,126.015
1325,Taylor Swift,Karma,7KokYm8cMIXCsGVmUvKtqf,pop,0.64,0.619,8,-7.108,1,0.065,0.062,0.0,0.475,0.121,90.008
1326,Lana Del Rey,Say Yes To Heaven,6GGtHZgBycCgGBUhZo81xe,art pop; pop,0.485,0.348,6,-11.576,0,0.0257,0.678,0.167,0.118,0.145,99.898
1327,Kodak Black,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)",1vvcEHQdaUTvWt0EIUYcFK,florida drill; florida rap; melodic rap; miami hip hop; rap; trap; trap latino,0.715,0.681,10,-4.25,0,0.113,0.129,0.0,0.152,0.277,84.924
1328,Metro Boomin,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",5rurggqwwudn9clMdcchxT,rap,0.636,0.537,0,-7.902,1,0.0817,0.481,0.0,0.113,0.199,140.133
1329,Olivia Rodrigo,vampire,3k79jB4aGmMDUQzEwa46Rz,pop,0.484,0.53,5,-5.82,1,0.054,0.148,0.0,0.283,0.319,136.874
1330,The Weeknd,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),6WzRpISELf3YglGAh7TXcG,canadian contemporary r&b; canadian pop; pop,0.854,0.674,1,-6.23,1,0.184,0.0517,8.53e-05,0.509,0.848,99.022
1331,Jung Kook,Seven (feat. Latto),7x9aauaA9cu6tyfpHnqDLo,k-pop,0.788,0.841,11,-3.955,1,0.0432,0.301,0.0,0.0772,0.904,124.986
1332,Dua Lipa,Dance The Night - From Barbie The Album,1vYXt7VSjH9JIM5oRRo7vA,dance pop; pop; uk pop,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056
1333,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",6wf7Yu7cxBSPrRlWeSeK0Q,art pop; pop,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449
